bib,name,status,category,sex,country,Hell-Bourg,Merles,Sen. Scout,Aurère,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,La Vigie,St Denis
3396,Chrisna MOUTAMA,FINISHER,M2 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:38:45.000+04:00,2025-10-17T04:00:00.000+04:00,2025-10-17T05:31:29.000+04:00,2025-10-17T06:27:03.000+04:00,2025-10-17T07:56:26.000+04:00,2025-10-17T08:18:11.000+04:00,2025-10-17T09:41:27.000+04:00,2025-10-17T11:38:06.000+04:00,2025-10-17T14:10:10.000+04:00,2025-10-17T14:55:11.000+04:00,2025-10-17T15:25:22.000+04:00
4181,Theo DEBRIL,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:40:33.000+04:00,2025-10-17T04:04:24.000+04:00,2025-10-17T05:27:40.000+04:00,2025-10-17T06:24:35.000+04:00,2025-10-17T07:52:22.000+04:00,2025-10-17T08:16:09.000+04:00,2025-10-17T09:55:06.000+04:00,2025-10-17T11:52:46.000+04:00,2025-10-17T13:56:43.000+04:00,2025-10-17T14:46:33.000+04:00,2025-10-17T15:26:49.000+04:00
3462,Agathe GEANDREAU,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:23:46.000+04:00,2025-10-17T03:39:52.000+04:00,2025-10-17T05:00:05.000+04:00,2025-10-17T05:59:12.000+04:00,2025-10-17T07:35:39.000+04:00,2025-10-17T08:00:57.000+04:00,2025-10-17T09:45:32.000+04:00,2025-10-17T11:35:34.000+04:00,2025-10-17T14:07:00.000+04:00,2025-10-17T14:49:29.000+04:00,2025-10-17T15:26:51.000+04:00
4437,Dimitri FERRY,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:44:44.000+04:00,2025-10-17T04:08:28.000+04:00,2025-10-17T05:38:27.000+04:00,2025-10-17T06:42:32.000+04:00,2025-10-17T08:13:31.000+04:00,2025-10-17T08:36:26.000+04:00,2025-10-17T10:23:54.000+04:00,2025-10-17T12:11:56.000+04:00,2025-10-17T14:17:03.000+04:00,2025-10-17T14:56:29.000+04:00,2025-10-17T15:29:32.000+04:00
4039,Clément MASSE,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:35:12.000+04:00,2025-10-17T03:57:34.000+04:00,2025-10-17T05:29:34.000+04:00,2025-10-17T06:35:51.000+04:00,2025-10-17T08:07:41.000+04:00,2025-10-17T08:33:51.000+04:00,2025-10-17T10:26:47.000+04:00,2025-10-17T12:02:15.000+04:00,2025-10-17T14:19:49.000+04:00,2025-10-17T14:59:33.000+04:00,2025-10-17T15:29:42.000+04:00
3659,Mickaël BOYER,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:56:48.000+04:00,2025-10-17T04:21:46.000+04:00,2025-10-17T05:53:12.000+04:00,2025-10-17T06:55:05.000+04:00,2025-10-17T08:25:23.000+04:00,2025-10-17T08:52:27.000+04:00,2025-10-17T10:31:49.000+04:00,2025-10-17T12:08:08.000+04:00,2025-10-17T14:14:13.000+04:00,2025-10-17T14:55:21.000+04:00,2025-10-17T15:30:13.000+04:00
4362,Yohan TECHER,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:37:48.000+04:00,2025-10-17T03:57:40.000+04:00,2025-10-17T05:28:28.000+04:00,2025-10-17T06:33:31.000+04:00,2025-10-17T08:07:36.000+04:00,2025-10-17T08:42:18.000+04:00,2025-10-17T10:28:53.000+04:00,2025-10-17T11:55:11.000+04:00,2025-10-17T14:17:19.000+04:00,2025-10-17T14:56:53.000+04:00,2025-10-17T15:30:20.000+04:00
3440,Thomas BERTRAND,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:02:58.000+04:00,2025-10-17T04:30:30.000+04:00,2025-10-17T06:09:56.000+04:00,2025-10-17T07:15:58.000+04:00,2025-10-17T08:54:51.000+04:00,2025-10-17T09:20:50.000+04:00,2025-10-17T11:13:49.000+04:00,2025-10-17T12:42:13.000+04:00,2025-10-17T14:35:09.000+04:00,2025-10-17T15:04:25.000+04:00,2025-10-17T15:30:31.000+04:00
4175,Nicolas RANNOU,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:39:47.000+04:00,2025-10-17T04:04:28.000+04:00,2025-10-17T05:35:00.000+04:00,2025-10-17T06:44:05.000+04:00,2025-10-17T08:16:50.000+04:00,2025-10-17T08:43:38.000+04:00,2025-10-17T10:22:34.000+04:00,2025-10-17T12:09:40.000+04:00,2025-10-17T14:18:10.000+04:00,2025-10-17T14:56:54.000+04:00,2025-10-17T15:30:45.000+04:00
3887,Samuel ZITTE,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:39:01.000+04:00,2025-10-17T04:05:06.000+04:00,2025-10-17T05:38:29.000+04:00,2025-10-17T06:45:30.000+04:00,2025-10-17T08:20:01.000+04:00,2025-10-17T08:46:49.000+04:00,2025-10-17T10:24:19.000+04:00,2025-10-17T12:04:49.000+04:00,2025-10-17T14:25:48.000+04:00,2025-10-17T15:01:30.000+04:00,2025-10-17T15:31:04.000+04:00
4082,Augustin BOSQUET,FINISHER,M3 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:37:19.000+04:00,2025-10-17T03:58:04.000+04:00,2025-10-17T05:27:25.000+04:00,2025-10-17T06:36:13.000+04:00,2025-10-17T08:06:31.000+04:00,2025-10-17T08:45:26.000+04:00,2025-10-17T10:38:27.000+04:00,2025-10-17T12:14:23.000+04:00,2025-10-17T14:23:04.000+04:00,2025-10-17T15:01:10.000+04:00,2025-10-17T15:31:05.000+04:00
4011,Marcel HAENER,FINISHER,M5 H,MALE,CH,2025-10-17T00:59:59.000+04:00,2025-10-17T04:06:52.000+04:00,2025-10-17T04:32:30.000+04:00,2025-10-17T06:08:28.000+04:00,2025-10-17T07:09:10.000+04:00,2025-10-17T08:33:07.000+04:00,2025-10-17T08:59:38.000+04:00,2025-10-17T10:49:10.000+04:00,2025-10-17T12:19:19.000+04:00,2025-10-17T14:26:16.000+04:00,2025-10-17T15:01:36.000+04:00,2025-10-17T15:31:12.000+04:00
3048,Philippe FERSTL,FINISHER,M4 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:46:25.000+04:00,2025-10-17T04:10:45.000+04:00,2025-10-17T05:42:24.000+04:00,2025-10-17T06:45:48.000+04:00,2025-10-17T08:19:26.000+04:00,2025-10-17T08:45:27.000+04:00,2025-10-17T10:27:19.000+04:00,2025-10-17T12:00:38.000+04:00,2025-10-17T14:22:00.000+04:00,2025-10-17T15:00:28.000+04:00,2025-10-17T15:31:44.000+04:00
3858,Florian FURBEYRE,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:32:57.000+04:00,2025-10-17T03:53:37.000+04:00,2025-10-17T05:20:16.000+04:00,2025-10-17T06:17:33.000+04:00,2025-10-17T07:52:04.000+04:00,2025-10-17T08:15:30.000+04:00,2025-10-17T09:46:10.000+04:00,2025-10-17T11:43:29.000+04:00,2025-10-17T14:22:25.000+04:00,2025-10-17T15:00:33.000+04:00,2025-10-17T15:32:25.000+04:00
3352,Mélina GAUTIER,FINISHER,M0 F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:53:29.000+04:00,2025-10-17T04:11:59.000+04:00,2025-10-17T05:45:13.000+04:00,2025-10-17T06:45:44.000+04:00,2025-10-17T08:23:20.000+04:00,2025-10-17T08:50:35.000+04:00,2025-10-17T10:38:26.000+04:00,2025-10-17T12:05:16.000+04:00,2025-10-17T14:16:09.000+04:00,2025-10-17T14:59:29.000+04:00,2025-10-17T15:33:00.000+04:00
3519,Clarent FOUCHER,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:27:30.000+04:00,2025-10-17T03:44:32.000+04:00,2025-10-17T05:03:10.000+04:00,2025-10-17T05:56:40.000+04:00,2025-10-17T07:22:30.000+04:00,2025-10-17T07:45:36.000+04:00,2025-10-17T09:21:16.000+04:00,2025-10-17T10:59:45.000+04:00,2025-10-17T13:57:25.000+04:00,2025-10-17T14:49:43.000+04:00,2025-10-17T15:33:24.000+04:00
3005,Laurent JANEL,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:54:21.000+04:00,2025-10-17T04:20:20.000+04:00,2025-10-17T06:00:21.000+04:00,2025-10-17T07:15:48.000+04:00,2025-10-17T09:00:06.000+04:00,2025-10-17T09:26:14.000+04:00,2025-10-17T10:57:30.000+04:00,2025-10-17T12:31:50.000+04:00,2025-10-17T14:37:04.000+04:00,2025-10-17T15:11:03.000+04:00,2025-10-17T15:36:57.000+04:00
3722,Olivier FRANKE,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:44:42.000+04:00,2025-10-17T04:14:13.000+04:00,2025-10-17T05:44:59.000+04:00,2025-10-17T06:50:21.000+04:00,2025-10-17T08:22:17.000+04:00,2025-10-17T08:49:02.000+04:00,2025-10-17T10:31:15.000+04:00,2025-10-17T12:03:29.000+04:00,2025-10-17T14:27:28.000+04:00,2025-10-17T15:06:40.000+04:00,2025-10-17T15:37:14.000+04:00
3295,Geoffrey BARANGER,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:50:34.000+04:00,2025-10-17T04:17:35.000+04:00,2025-10-17T05:46:50.000+04:00,2025-10-17T06:52:24.000+04:00,2025-10-17T08:21:20.000+04:00,2025-10-17T08:45:33.000+04:00,2025-10-17T10:28:00.000+04:00,2025-10-17T12:16:41.000+04:00,2025-10-17T14:24:51.000+04:00,2025-10-17T15:05:46.000+04:00,2025-10-17T15:37:57.000+04:00
3442,Laurent POULIZAC,FINISHER,M0 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:51:44.000+04:00,2025-10-17T04:17:40.000+04:00,2025-10-17T05:46:48.000+04:00,2025-10-17T06:52:26.000+04:00,2025-10-17T08:21:15.000+04:00,2025-10-17T08:45:32.000+04:00,2025-10-17T10:28:12.000+04:00,2025-10-17T12:16:39.000+04:00,2025-10-17T14:24:58.000+04:00,2025-10-17T15:05:48.000+04:00,2025-10-17T15:38:02.000+04:00
4343,Fanny MILLET,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:57:29.000+04:00,2025-10-17T04:24:36.000+04:00,2025-10-17T06:03:47.000+04:00,2025-10-17T07:15:50.000+04:00,2025-10-17T08:48:15.000+04:00,2025-10-17T09:15:12.000+04:00,2025-10-17T11:09:00.000+04:00,2025-10-17T12:34:43.000+04:00,2025-10-17T14:36:29.000+04:00,2025-10-17T15:09:59.000+04:00,2025-10-17T15:38:53.000+04:00
3273,Martin ROCQUE,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:49:51.000+04:00,2025-10-17T04:12:14.000+04:00,2025-10-17T05:34:47.000+04:00,2025-10-17T06:38:39.000+04:00,2025-10-17T08:03:59.000+04:00,2025-10-17T08:35:57.000+04:00,2025-10-17T10:32:28.000+04:00,2025-10-17T11:59:51.000+04:00,2025-10-17T14:01:59.000+04:00,2025-10-17T15:01:38.000+04:00,2025-10-17T15:38:55.000+04:00
3732,Nicolas MOLAC,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:44:37.000+04:00,2025-10-17T04:07:37.000+04:00,2025-10-17T05:35:06.000+04:00,2025-10-17T06:44:57.000+04:00,,2025-10-17T08:47:26.000+04:00,2025-10-17T10:52:21.000+04:00,2025-10-17T12:14:17.000+04:00,2025-10-17T14:25:43.000+04:00,2025-10-17T15:09:57.000+04:00,2025-10-17T15:39:00.000+04:00
3951,Alexandre LALLEMAND,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:01:31.000+04:00,2025-10-17T04:27:37.000+04:00,2025-10-17T05:59:28.000+04:00,2025-10-17T06:55:36.000+04:00,2025-10-17T08:25:07.000+04:00,2025-10-17T08:50:27.000+04:00,2025-10-17T10:29:56.000+04:00,2025-10-17T12:11:06.000+04:00,2025-10-17T14:32:39.000+04:00,2025-10-17T15:11:43.000+04:00,2025-10-17T15:39:12.000+04:00
4325,Camille SCALBERT SADONES,FINISHER,M0 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:05:53.000+04:00,2025-10-17T04:31:39.000+04:00,2025-10-17T06:04:02.000+04:00,2025-10-17T07:05:46.000+04:00,2025-10-17T08:36:14.000+04:00,2025-10-17T09:02:10.000+04:00,2025-10-17T10:42:42.000+04:00,2025-10-17T12:08:24.000+04:00,2025-10-17T14:27:46.000+04:00,2025-10-17T15:02:06.000+04:00,2025-10-17T15:39:43.000+04:00
4074,Thierry LANGLET,FINISHER,M5 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:55:25.000+04:00,2025-10-17T04:25:33.000+04:00,2025-10-17T05:58:32.000+04:00,2025-10-17T07:02:26.000+04:00,2025-10-17T08:30:28.000+04:00,2025-10-17T08:55:40.000+04:00,2025-10-17T10:39:20.000+04:00,2025-10-17T12:17:23.000+04:00,2025-10-17T14:32:10.000+04:00,2025-10-17T15:08:37.000+04:00,2025-10-17T15:40:46.000+04:00
4450,Geoffrey TONIOLO,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:01:58.000+04:00,2025-10-17T04:30:05.000+04:00,2025-10-17T06:02:16.000+04:00,2025-10-17T07:08:32.000+04:00,2025-10-17T08:35:27.000+04:00,2025-10-17T08:59:07.000+04:00,2025-10-17T10:37:44.000+04:00,2025-10-17T12:23:49.000+04:00,2025-10-17T14:37:12.000+04:00,2025-10-17T15:13:27.000+04:00,2025-10-17T15:41:19.000+04:00
3051,Amine BENBELKACEM,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:20:20.000+04:00,2025-10-17T03:40:03.000+04:00,2025-10-17T05:04:48.000+04:00,2025-10-17T06:11:21.000+04:00,2025-10-17T07:38:37.000+04:00,2025-10-17T08:04:13.000+04:00,2025-10-17T10:01:40.000+04:00,2025-10-17T11:23:51.000+04:00,2025-10-17T14:22:03.000+04:00,2025-10-17T15:13:54.000+04:00,2025-10-17T15:41:43.000+04:00
4225,Claire PASSEMARD,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:58:07.000+04:00,2025-10-17T04:22:59.000+04:00,2025-10-17T05:55:46.000+04:00,2025-10-17T06:55:48.000+04:00,2025-10-17T08:27:35.000+04:00,2025-10-17T08:53:27.000+04:00,2025-10-17T10:29:44.000+04:00,2025-10-17T12:08:43.000+04:00,2025-10-17T14:37:01.000+04:00,2025-10-17T15:15:02.000+04:00,2025-10-17T15:42:03.000+04:00
3128,Tanaël BRABANT,FINISHER,ES H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:33:18.000+04:00,2025-10-17T03:50:19.000+04:00,2025-10-17T05:23:17.000+04:00,2025-10-17T06:19:12.000+04:00,2025-10-17T07:56:45.000+04:00,2025-10-17T08:19:41.000+04:00,2025-10-17T10:16:11.000+04:00,2025-10-17T12:03:49.000+04:00,2025-10-17T14:28:35.000+04:00,2025-10-17T15:16:37.000+04:00,2025-10-17T15:43:47.000+04:00
3683,Antonin BLERREAU,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:47:04.000+04:00,2025-10-17T04:05:21.000+04:00,2025-10-17T05:37:10.000+04:00,2025-10-17T06:56:53.000+04:00,2025-10-17T08:26:49.000+04:00,2025-10-17T08:54:01.000+04:00,2025-10-17T10:40:44.000+04:00,2025-10-17T12:11:15.000+04:00,2025-10-17T14:22:38.000+04:00,2025-10-17T15:10:15.000+04:00,2025-10-17T15:44:59.000+04:00
3444,Julie BOUSSEL,FINISHER,M1 F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:47:35.000+04:00,2025-10-17T04:12:38.000+04:00,2025-10-17T05:41:32.000+04:00,2025-10-17T06:47:15.000+04:00,2025-10-17T08:19:37.000+04:00,2025-10-17T08:46:55.000+04:00,2025-10-17T10:48:48.000+04:00,2025-10-17T12:17:50.000+04:00,2025-10-17T14:34:06.000+04:00,2025-10-17T15:13:03.000+04:00,2025-10-17T15:45:03.000+04:00
3542,Daphné JESTIN,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:47:06.000+04:00,2025-10-17T04:06:08.000+04:00,2025-10-17T05:35:25.000+04:00,2025-10-17T06:48:57.000+04:00,2025-10-17T08:25:22.000+04:00,2025-10-17T08:53:05.000+04:00,2025-10-17T10:23:38.000+04:00,2025-10-17T12:24:30.000+04:00,2025-10-17T14:49:33.000+04:00,2025-10-17T15:19:25.000+04:00,2025-10-17T15:45:38.000+04:00
4256,Thomas ROBIN,FINISHER,M0 H,MALE,RE,2025-10-17T00:59:59.000+04:00,2025-10-17T03:49:48.000+04:00,2025-10-17T04:20:24.000+04:00,2025-10-17T05:52:43.000+04:00,2025-10-17T07:02:36.000+04:00,2025-10-17T08:32:27.000+04:00,2025-10-17T08:57:30.000+04:00,2025-10-17T10:40:28.000+04:00,2025-10-17T12:19:40.000+04:00,2025-10-17T14:37:07.000+04:00,2025-10-17T15:16:22.000+04:00,2025-10-17T15:46:13.000+04:00
4128,Romuald NAUDOT,FINISHER,M2 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:35:55.000+04:00,2025-10-17T03:58:53.000+04:00,2025-10-17T05:31:05.000+04:00,2025-10-17T06:47:06.000+04:00,2025-10-17T08:24:18.000+04:00,2025-10-17T08:47:21.000+04:00,2025-10-17T10:35:11.000+04:00,2025-10-17T12:25:30.000+04:00,2025-10-17T14:40:30.000+04:00,2025-10-17T15:17:27.000+04:00,2025-10-17T15:46:14.000+04:00
3262,Quentin RENOU,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:44:36.000+04:00,2025-10-17T04:11:27.000+04:00,2025-10-17T05:43:00.000+04:00,2025-10-17T06:44:34.000+04:00,2025-10-17T08:14:43.000+04:00,2025-10-17T08:46:39.000+04:00,2025-10-17T10:36:09.000+04:00,2025-10-17T12:11:02.000+04:00,2025-10-17T14:28:55.000+04:00,2025-10-17T15:15:29.000+04:00,2025-10-17T15:46:34.000+04:00
3522,Antoine GILLARD,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:50:32.000+04:00,2025-10-17T04:14:35.000+04:00,2025-10-17T05:47:18.000+04:00,2025-10-17T06:59:33.000+04:00,2025-10-17T08:30:37.000+04:00,2025-10-17T08:55:36.000+04:00,2025-10-17T10:40:19.000+04:00,2025-10-17T12:12:38.000+04:00,2025-10-17T14:33:33.000+04:00,2025-10-17T15:10:38.000+04:00,2025-10-17T15:46:45.000+04:00
3492,Mathieu FROSINI,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:07:04.000+04:00,2025-10-17T04:29:31.000+04:00,2025-10-17T06:04:00.000+04:00,2025-10-17T07:04:09.000+04:00,2025-10-17T08:31:10.000+04:00,2025-10-17T08:55:56.000+04:00,2025-10-17T10:53:57.000+04:00,2025-10-17T12:41:31.000+04:00,2025-10-17T14:38:38.000+04:00,2025-10-17T15:17:29.000+04:00,2025-10-17T15:47:08.000+04:00
3839,Marina GRISON,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T04:01:44.000+04:00,2025-10-17T04:29:06.000+04:00,2025-10-17T06:10:50.000+04:00,2025-10-17T07:16:06.000+04:00,2025-10-17T08:38:46.000+04:00,2025-10-17T09:06:28.000+04:00,2025-10-17T10:54:13.000+04:00,2025-10-17T12:21:54.000+04:00,2025-10-17T14:44:24.000+04:00,2025-10-17T15:19:43.000+04:00,2025-10-17T15:47:29.000+04:00
4195,Léa DOUAUD,FINISHER,SE F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:52:26.000+04:00,2025-10-17T04:22:50.000+04:00,2025-10-17T05:54:33.000+04:00,2025-10-17T07:01:45.000+04:00,2025-10-17T08:35:27.000+04:00,2025-10-17T09:02:13.000+04:00,2025-10-17T10:32:26.000+04:00,2025-10-17T12:28:32.000+04:00,2025-10-17T14:31:18.000+04:00,2025-10-17T15:12:26.000+04:00,2025-10-17T15:47:33.000+04:00
3604,Esteban DOUAUD,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:44:48.000+04:00,2025-10-17T04:05:27.000+04:00,2025-10-17T05:33:56.000+04:00,2025-10-17T06:33:53.000+04:00,2025-10-17T08:02:05.000+04:00,2025-10-17T08:34:14.000+04:00,2025-10-17T10:16:16.000+04:00,2025-10-17T12:00:23.000+04:00,2025-10-17T14:31:21.000+04:00,2025-10-17T15:12:02.000+04:00,2025-10-17T15:47:34.000+04:00
4422,Philippe LA HAUSSE DE LALOUVIERE,FINISHER,SE H,MALE,MU,2025-10-17T00:59:59.000+04:00,2025-10-17T03:54:21.000+04:00,2025-10-17T04:22:53.000+04:00,2025-10-17T06:00:43.000+04:00,2025-10-17T07:19:27.000+04:00,2025-10-17T08:55:06.000+04:00,2025-10-17T09:23:47.000+04:00,2025-10-17T11:05:27.000+04:00,2025-10-17T12:33:34.000+04:00,2025-10-17T14:43:33.000+04:00,2025-10-17T15:18:17.000+04:00,2025-10-17T15:47:44.000+04:00
4401,Théo BOYER,FINISHER,ES H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:43:34.000+04:00,2025-10-17T04:05:11.000+04:00,2025-10-17T05:26:08.000+04:00,2025-10-17T06:19:30.000+04:00,2025-10-17T07:44:00.000+04:00,2025-10-17T08:11:23.000+04:00,2025-10-17T09:59:34.000+04:00,2025-10-17T11:28:07.000+04:00,2025-10-17T14:04:50.000+04:00,2025-10-17T14:59:59.000+04:00,2025-10-17T15:48:11.000+04:00
4376,Etienne CASSAGNEAU,FINISHER,M1 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:54:25.000+04:00,2025-10-17T04:17:46.000+04:00,2025-10-17T05:52:30.000+04:00,2025-10-17T06:59:41.000+04:00,2025-10-17T08:35:00.000+04:00,2025-10-17T09:04:18.000+04:00,2025-10-17T10:51:13.000+04:00,2025-10-17T12:24:46.000+04:00,2025-10-17T14:41:06.000+04:00,2025-10-17T15:19:31.000+04:00,2025-10-17T15:48:19.000+04:00
4065,Yannic RICOU,FINISHER,M2 H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:59:18.000+04:00,2025-10-17T04:26:10.000+04:00,2025-10-17T06:04:22.000+04:00,2025-10-17T07:05:25.000+04:00,2025-10-17T08:49:08.000+04:00,2025-10-17T09:16:19.000+04:00,2025-10-17T10:54:08.000+04:00,2025-10-17T12:34:15.000+04:00,2025-10-17T14:40:13.000+04:00,2025-10-17T15:17:31.000+04:00,2025-10-17T15:48:36.000+04:00
3237,Simon SELIG,FINISHER,M3 H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:02:41.000+04:00,2025-10-17T04:27:25.000+04:00,2025-10-17T06:02:13.000+04:00,2025-10-17T07:05:30.000+04:00,2025-10-17T08:38:01.000+04:00,2025-10-17T09:04:08.000+04:00,2025-10-17T10:54:38.000+04:00,2025-10-17T12:28:48.000+04:00,2025-10-17T14:39:48.000+04:00,2025-10-17T15:16:44.000+04:00,2025-10-17T15:49:35.000+04:00
3721,Enora THIBAUDEAU,FINISHER,ES F,FEMALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:50:02.000+04:00,2025-10-17T04:08:48.000+04:00,2025-10-17T05:42:26.000+04:00,2025-10-17T06:51:48.000+04:00,2025-10-17T08:27:03.000+04:00,2025-10-17T08:53:52.000+04:00,2025-10-17T10:43:11.000+04:00,2025-10-17T12:28:22.000+04:00,2025-10-17T14:37:09.000+04:00,2025-10-17T15:16:26.000+04:00,2025-10-17T15:49:49.000+04:00
3077,Enzo FERNANDEZ&MDASH;EPAUD,FINISHER,ES H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:52:07.000+04:00,2025-10-17T04:17:12.000+04:00,2025-10-17T05:42:22.000+04:00,2025-10-17T06:50:16.000+04:00,2025-10-17T08:17:33.000+04:00,2025-10-17T08:50:55.000+04:00,2025-10-17T10:51:47.000+04:00,2025-10-17T12:21:59.000+04:00,2025-10-17T14:39:44.000+04:00,2025-10-17T15:18:15.000+04:00,2025-10-17T15:50:38.000+04:00
3487,Wilfried SAINT-AUBIN,FINISHER,SE H,MALE,FR,2025-10-17T00:59:59.000+04:00,2025-10-17T03:44:29.000+04:00,2025-10-17T04:07:35.000+04:00,2025-10-17T05:35:23.000+04:00,2025-10-17T06:37:56.000+04:00,2025-10-17T08:12:49.000+04:00,2025-10-17T08:36:17.000+04:00,2025-10-17T10:33:50.000+04:00,2025-10-17T12:18:42.000+04:00,2025-10-17T14:40:28.000+04:00,2025-10-17T15:20:40.000+04:00,2025-10-17T15:50:39.000+04:00
4398,Julien SONNERY,FINISHER,SE H,MALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:54:23.000+04:00,2025-10-17T04:20:21.000+04:00,2025-10-17T05:51:31.000+04:00,2025-10-17T07:00:29.000+04:00,2025-10-17T08:17:45.000+04:00,2025-10-17T08:47:22.000+04:00,2025-10-17T10:40:00.000+04:00,2025-10-17T12:17:20.000+04:00,2025-10-17T14:33:46.000+04:00,2025-10-17T15:16:48.000+04:00,2025-10-17T15:50:43.000+04:00
3243,Pauline AZEVEDO,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:21:22.000+04:00,2025-10-17T04:41:02.000+04:00,2025-10-17T06:20:00.000+04:00,2025-10-17T07:21:00.000+04:00,2025-10-17T08:57:17.000+04:00,2025-10-17T09:23:28.000+04:00,2025-10-17T11:12:16.000+04:00,2025-10-17T12:48:44.000+04:00,2025-10-17T14:47:35.000+04:00,2025-10-17T15:21:45.000+04:00,2025-10-17T15:52:05.000+04:00
4329,Margaux BROUÉ,FINISHER,SE F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T04:18:13.000+04:00,2025-10-17T04:42:25.000+04:00,2025-10-17T06:24:50.000+04:00,2025-10-17T07:39:11.000+04:00,2025-10-17T09:10:00.000+04:00,2025-10-17T09:37:32.000+04:00,2025-10-17T11:13:15.000+04:00,2025-10-17T12:53:32.000+04:00,2025-10-17T14:52:32.000+04:00,2025-10-17T15:23:25.000+04:00,2025-10-17T15:52:18.000+04:00
3301,Anais VEDRENNE-CLOQUET,FINISHER,M1 F,FEMALE,FR,2025-10-17T01:09:59.000+04:00,2025-10-17T03:50:47.000+04:00,2025-10-17T04:13:31.000+04:00,2025-10-17T05:50:50.000+04:00,2025-10-17T06:58:49.000+04:00,2025-10-17T08:29:17.000+04:00,2025-10-17T08:56:44.000+04:00,2025-10-17T10:36:53.000+04:00,2025-10-17T12:22:03.000+04:00,2025-10-17T14:28:13.000+04:00,2025-10-17T15:13:39.000+04:00,2025-10-17T15:52:29.000+04:00
