bib,name,status,category,sex,country,Cilaos,Sentier T,Marla,Merles,Sen. Scout,Aurère,Pass Oussy,Ilet  Oran,Pit Orange,Ilet Savan,Ratinaud,Possession,Chaloupe,Colorado,St Denis
5200,Geraldine MICHERON,FINISHER,M2 F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:48:20.000+04:00,2024-10-18T23:39:23.000+04:00,2024-10-19T01:29:53.000+04:00,2024-10-19T02:01:21.000+04:00,2024-10-19T03:57:39.000+04:00,2024-10-19T04:57:14.000+04:00,2024-10-19T06:40:21.000+04:00,2024-10-19T09:16:34.000+04:00,2024-10-19T12:01:33.000+04:00,2024-10-19T14:05:02.000+04:00,2024-10-19T15:47:29.000+04:00,2024-10-19T17:24:34.000+04:00,2024-10-19T19:37:37.000+04:00,2024-10-19T21:00:25.000+04:00
5294,Eddy SOUBOU,FINISHER,M2 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:42:52.000+04:00,2024-10-18T23:21:20.000+04:00,2024-10-19T00:54:58.000+04:00,2024-10-19T01:24:22.000+04:00,2024-10-19T03:11:04.000+04:00,2024-10-19T04:11:06.000+04:00,2024-10-19T05:59:08.000+04:00,2024-10-19T08:54:35.000+04:00,2024-10-19T11:56:39.000+04:00,2024-10-19T13:55:20.000+04:00,2024-10-19T15:34:15.000+04:00,2024-10-19T17:25:05.000+04:00,2024-10-19T19:40:26.000+04:00,2024-10-19T21:04:19.000+04:00
5211,Karine BODINEAU,FINISHER,M2 F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:46:06.000+04:00,2024-10-18T23:25:32.000+04:00,2024-10-19T00:55:01.000+04:00,2024-10-19T01:19:23.000+04:00,2024-10-19T02:53:35.000+04:00,2024-10-19T03:45:05.000+04:00,2024-10-19T05:16:31.000+04:00,2024-10-19T07:35:54.000+04:00,2024-10-19T10:28:05.000+04:00,2024-10-19T13:10:57.000+04:00,2024-10-19T15:05:58.000+04:00,2024-10-19T16:51:58.000+04:00,2024-10-19T19:18:01.000+04:00,2024-10-19T21:04:44.000+04:00
5681,Cyprien DUBOIS,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:44:44.000+04:00,2024-10-18T23:29:07.000+04:00,2024-10-19T01:06:00.000+04:00,2024-10-19T01:36:58.000+04:00,2024-10-19T03:16:20.000+04:00,2024-10-19T04:12:36.000+04:00,2024-10-19T05:43:36.000+04:00,2024-10-19T08:32:45.000+04:00,2024-10-19T11:25:56.000+04:00,2024-10-19T13:39:59.000+04:00,2024-10-19T15:37:42.000+04:00,2024-10-19T17:21:18.000+04:00,2024-10-19T19:39:44.000+04:00,2024-10-19T21:08:58.000+04:00
5486,David Emmanuel MAILLOT,FINISHER,M2 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:47:14.000+04:00,2024-10-18T23:36:53.000+04:00,2024-10-19T01:13:15.000+04:00,2024-10-19T01:41:44.000+04:00,2024-10-19T03:35:15.000+04:00,2024-10-19T04:25:25.000+04:00,2024-10-19T06:08:21.000+04:00,2024-10-19T08:46:19.000+04:00,2024-10-19T11:35:36.000+04:00,2024-10-19T13:32:09.000+04:00,2024-10-19T15:28:00.000+04:00,2024-10-19T17:20:40.000+04:00,2024-10-19T19:48:09.000+04:00,2024-10-19T21:10:34.000+04:00
6043,Julie Marie Nelly BACCO,FINISHER,M1 F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:37:43.000+04:00,2024-10-18T23:10:27.000+04:00,2024-10-19T00:45:11.000+04:00,2024-10-19T01:07:30.000+04:00,2024-10-19T02:52:35.000+04:00,2024-10-19T03:39:26.000+04:00,2024-10-19T05:33:16.000+04:00,2024-10-19T08:33:04.000+04:00,2024-10-19T10:57:44.000+04:00,2024-10-19T13:17:30.000+04:00,2024-10-19T15:00:22.000+04:00,2024-10-19T16:52:37.000+04:00,2024-10-19T19:41:59.000+04:00,2024-10-19T21:10:34.000+04:00
5733,Henri NOURRY,FINISHER,M6 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:41:08.000+04:00,2024-10-18T23:16:56.000+04:00,2024-10-19T00:50:52.000+04:00,2024-10-19T01:25:54.000+04:00,2024-10-19T03:10:54.000+04:00,2024-10-19T04:03:56.000+04:00,2024-10-19T05:44:01.000+04:00,2024-10-19T08:17:19.000+04:00,2024-10-19T11:13:51.000+04:00,2024-10-19T13:03:28.000+04:00,2024-10-19T15:00:28.000+04:00,2024-10-19T17:04:41.000+04:00,2024-10-19T19:32:31.000+04:00,2024-10-19T21:10:50.000+04:00
5158,Anthony GAUVIN,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:42:49.000+04:00,2024-10-18T23:20:05.000+04:00,2024-10-19T00:50:27.000+04:00,2024-10-19T01:08:46.000+04:00,2024-10-19T02:43:02.000+04:00,2024-10-19T03:26:35.000+04:00,2024-10-19T05:08:49.000+04:00,2024-10-19T08:03:11.000+04:00,2024-10-19T10:37:23.000+04:00,2024-10-19T12:42:45.000+04:00,2024-10-19T14:45:53.000+04:00,2024-10-19T16:42:32.000+04:00,2024-10-19T19:41:13.000+04:00,2024-10-19T21:12:46.000+04:00
5926,Nathalie ANDROGE,FINISHER,M3 F,FEMALE,RE,2024-10-18T20:59:55.000+04:00,2024-10-18T21:45:20.000+04:00,2024-10-18T23:35:38.000+04:00,2024-10-19T01:13:37.000+04:00,2024-10-19T01:37:16.000+04:00,2024-10-19T03:21:07.000+04:00,2024-10-19T04:06:59.000+04:00,2024-10-19T06:00:30.000+04:00,2024-10-19T08:49:47.000+04:00,2024-10-19T11:46:32.000+04:00,2024-10-19T13:57:11.000+04:00,2024-10-19T15:52:22.000+04:00,2024-10-19T17:34:22.000+04:00,2024-10-19T19:53:13.000+04:00,2024-10-19T21:13:04.000+04:00
5914,Jennifer MARCHAND,FINISHER,SE F,FEMALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:56:38.000+04:00,2024-10-18T23:39:40.000+04:00,2024-10-19T01:13:43.000+04:00,2024-10-19T01:36:32.000+04:00,2024-10-19T03:22:09.000+04:00,2024-10-19T04:09:52.000+04:00,2024-10-19T05:43:40.000+04:00,2024-10-19T08:51:01.000+04:00,2024-10-19T11:40:45.000+04:00,2024-10-19T13:30:44.000+04:00,2024-10-19T15:59:07.000+04:00,2024-10-19T17:48:03.000+04:00,2024-10-19T19:58:55.000+04:00,2024-10-19T21:14:00.000+04:00
6212,Clement COILOT,FINISHER,M0 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:41:28.000+04:00,2024-10-18T23:15:20.000+04:00,2024-10-19T00:44:42.000+04:00,2024-10-19T01:12:28.000+04:00,2024-10-19T02:37:15.000+04:00,2024-10-19T03:28:57.000+04:00,2024-10-19T05:16:03.000+04:00,2024-10-19T08:08:31.000+04:00,2024-10-19T10:31:19.000+04:00,2024-10-19T13:39:41.000+04:00,2024-10-19T15:31:49.000+04:00,2024-10-19T17:39:05.000+04:00,2024-10-19T20:05:16.000+04:00,2024-10-19T21:15:59.000+04:00
5556,Laurent MARIOU,FINISHER,M3 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:41:50.000+04:00,2024-10-18T23:20:06.000+04:00,2024-10-19T00:52:10.000+04:00,2024-10-19T01:19:04.000+04:00,2024-10-19T03:01:33.000+04:00,2024-10-19T04:02:07.000+04:00,2024-10-19T05:45:22.000+04:00,2024-10-19T08:33:11.000+04:00,2024-10-19T11:35:44.000+04:00,2024-10-19T13:35:17.000+04:00,2024-10-19T15:33:53.000+04:00,2024-10-19T17:23:35.000+04:00,2024-10-19T19:46:13.000+04:00,2024-10-19T21:18:40.000+04:00
5919,Florent DUBARD,FINISHER,M0 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:41:37.000+04:00,2024-10-18T23:20:38.000+04:00,2024-10-19T00:57:28.000+04:00,2024-10-19T01:25:50.000+04:00,2024-10-19T03:07:53.000+04:00,2024-10-19T04:05:38.000+04:00,2024-10-19T05:55:04.000+04:00,2024-10-19T08:41:32.000+04:00,2024-10-19T11:25:22.000+04:00,2024-10-19T13:41:56.000+04:00,2024-10-19T15:31:45.000+04:00,2024-10-19T17:44:16.000+04:00,2024-10-19T20:07:09.000+04:00,2024-10-19T21:20:13.000+04:00
5589,Pierre CORBEL,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T22:00:23.000+04:00,2024-10-19T00:11:40.000+04:00,2024-10-19T01:52:36.000+04:00,2024-10-19T02:22:20.000+04:00,2024-10-19T04:20:25.000+04:00,2024-10-19T05:15:20.000+04:00,2024-10-19T07:12:25.000+04:00,2024-10-19T09:54:03.000+04:00,2024-10-19T12:55:20.000+04:00,2024-10-19T14:56:45.000+04:00,2024-10-19T16:40:15.000+04:00,2024-10-19T18:15:50.000+04:00,2024-10-19T20:19:39.000+04:00,2024-10-19T21:20:21.000+04:00
5514,Guillaume REMY,FINISHER,M2 H,MALE,RE,2024-10-18T20:59:55.000+04:00,2024-10-18T21:43:40.000+04:00,2024-10-18T23:29:14.000+04:00,2024-10-19T01:09:59.000+04:00,2024-10-19T01:35:06.000+04:00,2024-10-19T03:09:36.000+04:00,2024-10-19T03:50:58.000+04:00,2024-10-19T05:33:20.000+04:00,2024-10-19T08:05:01.000+04:00,2024-10-19T11:23:07.000+04:00,2024-10-19T14:30:16.000+04:00,2024-10-19T16:16:44.000+04:00,2024-10-19T17:59:36.000+04:00,2024-10-19T20:17:50.000+04:00,2024-10-19T21:20:26.000+04:00
5745,Fabrice DELPECH,FINISHER,M1 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:41:38.000+04:00,2024-10-18T23:16:40.000+04:00,2024-10-19T00:42:10.000+04:00,2024-10-19T01:04:58.000+04:00,2024-10-19T02:38:42.000+04:00,2024-10-19T03:26:22.000+04:00,2024-10-19T05:07:06.000+04:00,2024-10-19T07:56:26.000+04:00,2024-10-19T11:05:12.000+04:00,2024-10-19T13:50:43.000+04:00,2024-10-19T15:30:41.000+04:00,2024-10-19T17:45:26.000+04:00,2024-10-19T19:58:32.000+04:00,2024-10-19T21:20:42.000+04:00
5137,Sylvain JANDON,FINISHER,M0 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:43:33.000+04:00,2024-10-18T23:17:26.000+04:00,2024-10-19T00:42:50.000+04:00,2024-10-19T01:06:45.000+04:00,2024-10-19T02:45:35.000+04:00,2024-10-19T03:35:42.000+04:00,2024-10-19T05:11:45.000+04:00,2024-10-19T08:11:22.000+04:00,2024-10-19T10:57:46.000+04:00,2024-10-19T13:16:05.000+04:00,2024-10-19T15:29:06.000+04:00,2024-10-19T17:11:31.000+04:00,2024-10-19T19:48:23.000+04:00,2024-10-19T21:20:45.000+04:00
5482,Beverley BRUTUS,FINISHER,M0 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:43:42.000+04:00,2024-10-18T23:22:21.000+04:00,2024-10-19T00:50:24.000+04:00,2024-10-19T01:12:08.000+04:00,2024-10-19T02:45:21.000+04:00,2024-10-19T03:39:44.000+04:00,2024-10-19T05:32:25.000+04:00,2024-10-19T08:46:28.000+04:00,2024-10-19T11:52:40.000+04:00,2024-10-19T14:04:11.000+04:00,2024-10-19T15:46:00.000+04:00,2024-10-19T17:32:25.000+04:00,2024-10-19T20:15:55.000+04:00,2024-10-19T21:21:41.000+04:00
5239,Mei-Ling CHATEL,FINISHER,SE F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:50:12.000+04:00,2024-10-18T23:46:16.000+04:00,2024-10-19T01:27:44.000+04:00,2024-10-19T01:52:02.000+04:00,2024-10-19T03:43:11.000+04:00,2024-10-19T04:37:19.000+04:00,2024-10-19T06:22:52.000+04:00,2024-10-19T09:11:51.000+04:00,2024-10-19T12:16:14.000+04:00,2024-10-19T14:03:39.000+04:00,2024-10-19T16:18:24.000+04:00,2024-10-19T17:59:24.000+04:00,2024-10-19T20:17:37.000+04:00,2024-10-19T21:23:02.000+04:00
5747,Romain RONDEL,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:43:56.000+04:00,2024-10-18T23:17:08.000+04:00,2024-10-19T00:47:49.000+04:00,2024-10-19T01:12:16.000+04:00,2024-10-19T02:53:43.000+04:00,2024-10-19T03:50:54.000+04:00,2024-10-19T05:30:01.000+04:00,2024-10-19T08:21:19.000+04:00,2024-10-19T11:08:36.000+04:00,2024-10-19T13:59:24.000+04:00,2024-10-19T16:06:44.000+04:00,2024-10-19T17:35:49.000+04:00,2024-10-19T20:05:41.000+04:00,2024-10-19T21:25:56.000+04:00
6139,Quentin FOUBERT,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:48:36.000+04:00,2024-10-18T23:36:29.000+04:00,2024-10-19T01:17:59.000+04:00,2024-10-19T01:51:12.000+04:00,2024-10-19T03:34:44.000+04:00,2024-10-19T04:33:08.000+04:00,2024-10-19T06:20:11.000+04:00,2024-10-19T09:22:44.000+04:00,2024-10-19T12:02:17.000+04:00,2024-10-19T14:31:42.000+04:00,2024-10-19T16:11:22.000+04:00,2024-10-19T17:58:02.000+04:00,2024-10-19T20:17:46.000+04:00,2024-10-19T21:26:18.000+04:00
6207,Marion BAGLIN,FINISHER,SE F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:42:07.000+04:00,2024-10-18T23:28:28.000+04:00,2024-10-19T01:05:45.000+04:00,2024-10-19T01:33:23.000+04:00,2024-10-19T03:19:25.000+04:00,2024-10-19T04:08:18.000+04:00,2024-10-19T05:59:38.000+04:00,2024-10-19T08:54:46.000+04:00,2024-10-19T11:38:10.000+04:00,2024-10-19T13:30:53.000+04:00,2024-10-19T15:55:00.000+04:00,2024-10-19T17:32:17.000+04:00,2024-10-19T20:00:40.000+04:00,2024-10-19T21:26:49.000+04:00
5548,Dominique MOOTEALOO,FINISHER,M1 H,MALE,MU,2024-10-18T20:59:55.000+04:00,2024-10-18T21:41:06.000+04:00,2024-10-18T23:16:51.000+04:00,2024-10-19T00:52:01.000+04:00,2024-10-19T01:25:55.000+04:00,2024-10-19T03:00:58.000+04:00,2024-10-19T03:58:34.000+04:00,2024-10-19T05:51:10.000+04:00,2024-10-19T08:32:37.000+04:00,2024-10-19T11:25:29.000+04:00,2024-10-19T13:44:24.000+04:00,2024-10-19T15:33:51.000+04:00,2024-10-19T17:14:23.000+04:00,2024-10-19T19:41:50.000+04:00,2024-10-19T21:28:29.000+04:00
5213,Olivia RICCI,FINISHER,M1 F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:42:43.000+04:00,2024-10-18T23:20:30.000+04:00,2024-10-19T00:52:04.000+04:00,2024-10-19T01:20:23.000+04:00,2024-10-19T03:01:27.000+04:00,2024-10-19T03:58:17.000+04:00,2024-10-19T05:37:12.000+04:00,2024-10-19T08:34:17.000+04:00,2024-10-19T11:13:42.000+04:00,2024-10-19T13:41:41.000+04:00,2024-10-19T15:57:56.000+04:00,2024-10-19T17:50:38.000+04:00,2024-10-19T20:09:07.000+04:00,2024-10-19T21:30:59.000+04:00
5763,Elie GANOVA,FINISHER,M3 H,MALE,RE,2024-10-18T20:59:55.000+04:00,2024-10-18T21:45:08.000+04:00,2024-10-18T23:31:28.000+04:00,2024-10-19T01:11:10.000+04:00,2024-10-19T01:37:21.000+04:00,2024-10-19T03:24:08.000+04:00,2024-10-19T04:18:35.000+04:00,2024-10-19T06:07:57.000+04:00,2024-10-19T08:45:50.000+04:00,2024-10-19T11:46:38.000+04:00,2024-10-19T13:56:59.000+04:00,2024-10-19T15:48:36.000+04:00,2024-10-19T17:31:35.000+04:00,2024-10-19T20:06:21.000+04:00,2024-10-19T21:33:34.000+04:00
5386,Yoann LAGIER,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:47:44.000+04:00,2024-10-18T23:35:26.000+04:00,2024-10-19T01:14:04.000+04:00,2024-10-19T01:39:04.000+04:00,2024-10-19T03:25:58.000+04:00,2024-10-19T04:13:48.000+04:00,2024-10-19T06:00:48.000+04:00,2024-10-19T08:42:08.000+04:00,2024-10-19T11:34:35.000+04:00,2024-10-19T13:35:31.000+04:00,2024-10-19T15:55:18.000+04:00,2024-10-19T17:52:29.000+04:00,2024-10-19T20:10:31.000+04:00,2024-10-19T21:35:55.000+04:00
5025,Adrien RIPOLL,FINISHER,M1 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:40:12.000+04:00,2024-10-18T23:18:50.000+04:00,2024-10-19T00:57:04.000+04:00,2024-10-19T01:29:01.000+04:00,2024-10-19T03:16:13.000+04:00,2024-10-19T04:23:26.000+04:00,2024-10-19T06:03:01.000+04:00,2024-10-19T08:48:59.000+04:00,2024-10-19T11:55:46.000+04:00,2024-10-19T14:11:57.000+04:00,2024-10-19T16:07:21.000+04:00,2024-10-19T18:01:23.000+04:00,2024-10-19T20:19:36.000+04:00,2024-10-19T21:36:57.000+04:00
5803,Louis SEPCHAT,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:50:34.000+04:00,2024-10-18T23:46:41.000+04:00,2024-10-19T01:32:59.000+04:00,2024-10-19T01:59:08.000+04:00,2024-10-19T03:52:40.000+04:00,2024-10-19T04:44:45.000+04:00,2024-10-19T06:27:12.000+04:00,2024-10-19T09:35:38.000+04:00,2024-10-19T12:27:44.000+04:00,2024-10-19T14:05:57.000+04:00,2024-10-19T15:47:05.000+04:00,2024-10-19T17:48:23.000+04:00,2024-10-19T20:26:53.000+04:00,2024-10-19T21:37:17.000+04:00
5307,Nadine LEVENEUR,FINISHER,M4 F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:40:18.000+04:00,2024-10-18T23:18:36.000+04:00,2024-10-19T00:58:53.000+04:00,2024-10-19T01:31:11.000+04:00,2024-10-19T03:57:28.000+04:00,2024-10-19T05:38:50.000+04:00,2024-10-19T07:20:56.000+04:00,2024-10-19T10:17:01.000+04:00,2024-10-19T13:57:44.000+04:00,2024-10-19T15:28:33.000+04:00,2024-10-19T17:00:42.000+04:00,2024-10-19T18:32:07.000+04:00,2024-10-19T20:26:33.000+04:00,2024-10-19T21:38:52.000+04:00
5852,Pierre JOURDAIN,FINISHER,M1 H,MALE,BE,2024-10-18T20:59:55.000+04:00,2024-10-18T21:48:35.000+04:00,2024-10-19T00:00:28.000+04:00,2024-10-19T01:47:07.000+04:00,2024-10-19T02:16:57.000+04:00,2024-10-19T03:59:02.000+04:00,2024-10-19T04:51:39.000+04:00,2024-10-19T06:37:20.000+04:00,2024-10-19T09:26:43.000+04:00,2024-10-19T12:15:08.000+04:00,2024-10-19T14:39:06.000+04:00,2024-10-19T16:21:12.000+04:00,2024-10-19T18:08:17.000+04:00,2024-10-19T20:32:28.000+04:00,2024-10-19T21:39:50.000+04:00
6223,Antoine ROSSE,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:38:29.000+04:00,2024-10-18T23:00:15.000+04:00,2024-10-19T00:19:59.000+04:00,2024-10-19T00:43:50.000+04:00,2024-10-19T02:15:00.000+04:00,2024-10-19T03:15:06.000+04:00,2024-10-19T04:58:40.000+04:00,2024-10-19T07:44:14.000+04:00,2024-10-19T10:42:29.000+04:00,2024-10-19T13:12:17.000+04:00,2024-10-19T15:24:54.000+04:00,2024-10-19T17:44:06.000+04:00,2024-10-19T20:19:58.000+04:00,2024-10-19T21:40:22.000+04:00
5923,Antoine LEBON,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:41:27.000+04:00,2024-10-18T23:16:37.000+04:00,2024-10-19T00:49:55.000+04:00,2024-10-19T01:19:11.000+04:00,2024-10-19T02:51:31.000+04:00,2024-10-19T03:56:44.000+04:00,2024-10-19T05:35:52.000+04:00,2024-10-19T09:00:23.000+04:00,2024-10-19T11:41:37.000+04:00,2024-10-19T14:10:32.000+04:00,2024-10-19T16:08:48.000+04:00,2024-10-19T18:12:48.000+04:00,2024-10-19T20:35:04.000+04:00,2024-10-19T21:40:39.000+04:00
5325,Maxime LONGO,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:48:14.000+04:00,2024-10-18T23:47:35.000+04:00,2024-10-19T01:34:28.000+04:00,2024-10-19T02:05:10.000+04:00,2024-10-19T04:01:36.000+04:00,2024-10-19T04:58:31.000+04:00,2024-10-19T06:54:28.000+04:00,2024-10-19T09:35:12.000+04:00,2024-10-19T12:12:42.000+04:00,2024-10-19T15:10:15.000+04:00,2024-10-19T16:48:38.000+04:00,2024-10-19T18:29:17.000+04:00,2024-10-19T20:39:29.000+04:00,2024-10-19T21:46:00.000+04:00
5604,Vincent FERRARIS,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:48:08.000+04:00,2024-10-18T23:37:08.000+04:00,2024-10-19T01:17:53.000+04:00,2024-10-19T01:42:40.000+04:00,2024-10-19T03:36:16.000+04:00,2024-10-19T04:18:09.000+04:00,2024-10-19T06:01:18.000+04:00,2024-10-19T09:42:13.000+04:00,2024-10-19T12:34:35.000+04:00,2024-10-19T14:34:58.000+04:00,2024-10-19T16:23:46.000+04:00,2024-10-19T18:19:49.000+04:00,2024-10-19T20:38:44.000+04:00,2024-10-19T21:47:55.000+04:00
5409,Louis WEINLING GAZE,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:52:54.000+04:00,2024-10-18T23:41:35.000+04:00,2024-10-19T01:16:40.000+04:00,2024-10-19T01:44:05.000+04:00,2024-10-19T03:19:29.000+04:00,2024-10-19T04:15:32.000+04:00,2024-10-19T05:49:23.000+04:00,2024-10-19T08:39:06.000+04:00,2024-10-19T11:18:15.000+04:00,2024-10-19T13:42:16.000+04:00,2024-10-19T15:43:56.000+04:00,2024-10-19T17:40:56.000+04:00,2024-10-19T20:10:42.000+04:00,2024-10-19T21:48:27.000+04:00
6216,Thomas HILAIRE,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:43:02.000+04:00,2024-10-18T23:22:48.000+04:00,2024-10-19T00:57:22.000+04:00,2024-10-19T01:19:59.000+04:00,2024-10-19T03:14:38.000+04:00,2024-10-19T03:56:57.000+04:00,2024-10-19T05:27:53.000+04:00,2024-10-19T08:17:54.000+04:00,2024-10-19T11:43:51.000+04:00,2024-10-19T14:04:27.000+04:00,2024-10-19T16:08:12.000+04:00,2024-10-19T17:54:49.000+04:00,2024-10-19T20:16:10.000+04:00,2024-10-19T21:48:39.000+04:00
6196,Jacques MAINCENT,FINISHER,SE H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:42:53.000+04:00,2024-10-18T23:22:29.000+04:00,2024-10-19T01:01:31.000+04:00,2024-10-19T01:32:11.000+04:00,2024-10-19T03:14:53.000+04:00,2024-10-19T04:11:42.000+04:00,2024-10-19T05:48:17.000+04:00,2024-10-19T08:28:08.000+04:00,2024-10-19T11:39:32.000+04:00,2024-10-19T14:15:57.000+04:00,2024-10-19T16:36:14.000+04:00,2024-10-19T18:28:19.000+04:00,2024-10-19T20:34:12.000+04:00,2024-10-19T21:48:50.000+04:00
5562,Tristan WEINLING,FINISHER,SE H,MALE,FR,2024-10-18T21:10:01.000+04:00,2024-10-18T21:53:01.000+04:00,2024-10-18T23:43:46.000+04:00,2024-10-19T01:17:52.000+04:00,2024-10-19T01:44:23.000+04:00,2024-10-19T03:22:01.000+04:00,2024-10-19T04:18:20.000+04:00,2024-10-19T05:58:41.000+04:00,2024-10-19T08:39:11.000+04:00,2024-10-19T11:18:04.000+04:00,2024-10-19T13:43:06.000+04:00,2024-10-19T15:40:30.000+04:00,2024-10-19T17:43:08.000+04:00,2024-10-19T20:09:01.000+04:00,2024-10-19T21:48:57.000+04:00
5442,Laure BOUSTANY,FINISHER,SE F,FEMALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:42:09.000+04:00,2024-10-18T23:21:50.000+04:00,2024-10-19T01:02:30.000+04:00,2024-10-19T01:25:46.000+04:00,2024-10-19T03:17:47.000+04:00,2024-10-19T04:07:56.000+04:00,2024-10-19T05:54:57.000+04:00,2024-10-19T08:28:49.000+04:00,2024-10-19T11:17:48.000+04:00,2024-10-19T13:37:26.000+04:00,2024-10-19T15:26:56.000+04:00,2024-10-19T17:36:11.000+04:00,2024-10-19T20:17:22.000+04:00,2024-10-19T21:54:09.000+04:00
5295,Thibaut VERCRUYSSE,FINISHER,M0 H,MALE,BE,2024-10-18T21:10:01.000+04:00,2024-10-18T21:51:22.000+04:00,2024-10-18T23:27:11.000+04:00,2024-10-19T00:59:53.000+04:00,2024-10-19T01:37:50.000+04:00,2024-10-19T03:18:41.000+04:00,2024-10-19T04:27:59.000+04:00,2024-10-19T06:02:09.000+04:00,2024-10-19T09:29:19.000+04:00,2024-10-19T12:00:12.000+04:00,2024-10-19T14:24:24.000+04:00,2024-10-19T16:21:59.000+04:00,2024-10-19T18:04:33.000+04:00,2024-10-19T20:29:38.000+04:00,2024-10-19T21:54:10.000+04:00
5493,Romain BESNARD,FINISHER,M0 H,MALE,FR,2024-10-18T20:59:55.000+04:00,2024-10-18T21:41:40.000+04:00,2024-10-18T23:20:28.000+04:00,2024-10-19T00:57:45.000+04:00,2024-10-19T01:26:46.000+04:00,2024-10-19T03:16:17.000+04:00,2024-10-19T04:24:24.000+04:00,2024-10-19T06:05:03.000+04:00,2024-10-19T08:42:03.000+04:00,2024-10-19T11:40:40.000+04:00,2024-10-19T14:04:49.000+04:00,2024-10-19T15:52:52.000+04:00,2024-10-19T17:46:33.000+04:00,2024-10-19T20:34:32.000+04:00,2024-10-19T21:54:18.000+04:00
5187,Guillaume MAILLOT,FINISHER,SE H,MALE,RE,2024-10-18T20:59:55.000+04:00,2024-10-18T21:43:55.000+04:00,2024-10-18T23:21:53.000+04:00,2024-10-19T00:57:40.000+04:00,2024-10-19T01:23:18.000+04:00,2024-10-19T03:06:42.000+04:00,2024-10-19T04:15:45.000+04:00,2024-10-19T06:08:27.000+04:00,2024-10-19T09:01:06.000+04:00,2024-10-19T11:52:01.000+04:00,2024-10-19T14:17:38.000+04:00,2024-10-19T16:19:01.000+04:00,2024-10-19T17:59:48.000+04:00,2024-10-19T20:44:06.000+04:00,2024-10-19T21:55:18.000+04:00
5290,Fabrice HALLER,FINISHER,M1 H,MALE,CH,2024-10-18T20:59:55.000+04:00,2024-10-18T21:44:31.000+04:00,2024-10-18T23:31:14.000+04:00,2024-10-19T01:11:42.000+04:00,2024-10-19T01:41:10.000+04:00,2024-10-19T03:21:56.000+04:00,2024-10-19T04:30:48.000+04:00,2024-10-19T06:12:31.000+04:00,2024-10-19T08:53:49.000+04:00,2024-10-19T11:44:52.000+04:00,2024-10-19T14:11:01.000+04:00,2024-10-19T16:10:29.000+04:00,2024-10-19T18:04:30.000+04:00,2024-10-19T20:33:43.000+04:00,2024-10-19T21:58:46.000+04:00
